,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
77,5716236,SAN BERNARDINO CO.,LAKE ARROWHEAD,8/28/1999,1325,Wildfire, , ,0,6,2000000,0,CA,PST, ,2411439,C,71,SGX,0,0,NEWSPAPER, , , ,2,N,3,S,LUCERNE VLY, , , , ,,"An arsonist started a fire that was fanned by erratic winds and extremely dry conditions into the largest wild fire in San Bernardino County during the past 80 years. The fire began north of Lake Arrowhead on 8/28. It then burned north for 11.5 miles down the mountains and across the valley towards unincorporated south Apple Valley. On 8/30 the fire spread west towards Hesperia. Then as winds reversed, it burned east 13.5 miles towards Lucerne Valley. On 8/31 the fire moved further east and then south back up the mountains towards the resort communities on the north side of Big Bear Lake. As August ended,  the fire had consumed over 52,000 acres and was only 20 percent contained. The cost of fighting the fire to date was estimated at over $1.9 million.  Property damage included twenty structures and 52 vehicles destroyed in the Apple Valley and Lucerne Valley areas. However the 1820 firefighters working the fire  managed to save another 1950 structures.  Smoke from the fire was carried 180 miles downstream and created a brown haze over  the city of Las Vegas, Nevada.",78,,,,,,,,,,,,,,,,,,,
78,5716238,RIVERSIDE CO.,BANNING,8/28/1999,1400,Wildfire, , ,0,0,227000,0,CA,PST, ,2411441,C,65,SGX,0,0,NEWSPAPER, , , ,5,SE,13,S,BANNING, , , , ,"A wild fire rapidly burnt 1523 acres and was still not contained as August ended. Four out buildings, a house, a sailboat, three cars, and several utility power poles and lines were destroyed. Highway 243 was closed between Pine Cove and Banning.",,79,,,,,,,,,,,,,,,,,,,
79,5710170,LOS ANGELES CO.,GLENDORA,8/29/1999,1330,Wildfire, , ,0,0,0,0,CA,PST, ,2411414,C,37,LOX,0,0,NEWSPAPER, , , ,15,N,15,N,GLENDORA, , , , ,"A wildfire developed in the Angeles National Forest, north of Glendora. By the end of August, the fire had already burned over 2,000 acres and was not contained.",,80,,,,,,,,,,,,,,,,,,,
80,5710169,LOS ANGELES CO.,ACTON,8/29/1999,1445,Wildfire, , ,0,0,0,0,CA,PST, ,2411413,C,37,LOX,0,0,NEWSPAPER, , , ,5,NE,5,NE,ACTON, , , , ,"A wildfire, started by a structure fire, burned 3,065 acres in the Sierra Pelona Hills.",,81,,,,,,,,,,,,,,,,,,,
81,5716978,RIVERSIDE CO.,MOUNTAIN CENTER,9/1/1999,0,Wildfire, , ,0,3,0,0,CA,PST, ,2412716,C,65,SGX,0,0,PARK/FOREST SERVICE, , , ,3,W,7,SE,MOUNTAIN CENTER, , , , ,This fire began on August 28 and was not fully contained until September 9. A total of 4 people were injured and over 3300 acres consumed.,,82,,,,,,,,,,,,,,,,,,,
82,5716732,SAN BERNARDINO CO.,LUCERNE VLY,9/1/1999,0,Wildfire, , ,0,7,0,0,CA,PST, ,2412711,C,71,SGX,0,0,NEWSPAPER, , , ,3,S,4,NW,FAWNSKIN, , , , ,,"This wild fire started on August 28 and was only 20 percent contained as September began. On September 4  it was 100 percent contained by 2765 firefighters after consuming  63,486 acres. Fire fighters continued to mop up hot spots inside the containment line through mid September. Thirteen fire fighters sustained minor injuries in fighting this fire, six of these occurred in late August and seven in early September. Property damage occurred in August as the fire moved through the Apple and Lucerne Valleys. The cost of fighting the fire was $11.7 million.",83,,,,,,,,,,,,,,,,,,,
83,5723260,TRINITY CO.,DENNY,9/1/1999,0,Wildfire, , ,0,0,0,0,CA,PST, ,2413028,C,105,EKA,0,0,OTHER FEDERAL AGENCY, , , ,5,N,5,N,DENNY, , , , ,,"Megram and Onion Fires that began in August continued through September.  On the 24th, high winds pushed the fire into an area of trees blown down three years ago rapidly expanding the blaze.  A total of 59,000 acres were burned as of September 18.",84,,,,,,,,,,,,,,,,,,,
84,5719839,LOS ANGELES CO.,GLENDORA,9/1/1999,0,Wildfire, , ,0,0,0,0,CA,PST, ,2413473,C,37,LOX,0,0,NEWSPAPER, , , ,15,N,15,N,GLENDORA, , , , ,"The Bridge Fire, which started in late August, was finally contained. The wildfire burned 7.234 acres in the
Angeles National Forest.",,85,,,,,,,,,,,,,,,,,,,
85,5716979,RIVERSIDE CO.,BANNING,9/1/1999,0,Wildfire, , ,0,0,0,0,CA,PST, ,2412717,C,65,SGX,0,0,PARK/FOREST SERVICE, , , ,5,SE,13,S,BANNING, , , , ,This fire began on August 28 and was not fully contained until September 2. A total of 1562 acres were burnt. No additional property damage was reported with this fire.,,86,,,,,,,,,,,,,,,,,,,
86,5716983,PLUMAS CO.,BUCKS LAKE,9/1/1999,1,Wildfire, , ,0,0,0,0,CA,PST, ,2412719,C,63,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,BUCKS LAKE, , , , ,,"The MHRD Complex which began in August and ended in middle September included 12 separate lightning caused fires. Fire suppression costs exceeded the 13 million dollar mark for the event. The fires threatened Buck's Lake necessitating a structure protection group. Other threats were made outside of the Buck's Lake area and included private land, private and public high value timber lands and timber sales. Biomass operations on National Forest Lands, historic and prehistoric structures on several fires, an endangered Spotted Owl habitat, an endangered Red and Yellow Legged Frog habitat, power houses and a game refuge were all at significant risk.",87,,,,,,,,,,,,,,,,,,,
87,5716985,SHASTA CO.,REDDING,9/1/1999,1,Wildfire, , ,0,3,0,0,CA,PST, ,2412721,C,89,STO,0,0,POST OFFICE, , , ,10,NW,10,NW,REDDING, , , , ,,"The Spring Incident (formerly known as the Sugarloaf Incident) was responsible for burning 900 acres from August 23rd through September 2nd. Three minor injuries and zero deaths were reported. This lightning caused incident contained two main fires which burned together. The fires destroyed a park for recreation vehicles as well as threatened timber and recreational trails. Fire suppression costs totalled $835,000 for the 11 day event.",88,,,,,,,,,,,,,,,,,,,
88,5716984,BUTTE CO.,BLOOMER,9/1/1999,1,Wildfire, , ,0,0,0,0,CA,PST, ,2412720,C,7,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,BLOOMER, , , , ,,"The Butte Command #1 Complex burned 33,924 acres across central Butte county. The complex burned from the 23rd of August through the 5th of September. Dry lightning was responsible for the 6 separate large fires with the largest fire burning over 16,000 acres. Strong winds, hot temperatures, steep terrain, and narrow access roads hampered the control process throughout the event. Major drainages, watersheds, and structures were threatened. Fire fighting costs exceeded 11 million dollars.",89,,,,,,,,,,,,,,,,,,,
89,5717363,MONTEREY CO.,CARMEL,9/8/1999,1200,Wildfire, , ,0,0,66900000,0,CA,PST, ,2413688,C,53,MTR,0,0,OTHER FEDERAL AGENCY, , , ,20,S,20,S,CARMEL, , , , ,,"A surface low off the CA Coast brought tropical moisure and mild istability over the coastal CA  are and lightning continued through the night over the entire Central Coast and San Francisco Bay area.
Kirk Complex (consisted of Tassajara, Five, Big Pine, Elephant, Lone   
Pine, Freed, 7, Torre, Devil, Kirk and Hare Fires) Complex  was divided into the North and South Components).      
Cause: Lightning strikes
Location: In the Ventana Wilderness approximately 20 miles Southeast   
of Carmel, CA.  Monterey Co. 
Size: 85,634 acres (as of 10/19/99)
Containment: October
Fatalities: none
Structures Lost: none
Cost: $66.9 million (as of 10/19/99)",90,,,,,,,,,,,,,,,,,,,
90,5716988,CALAVERAS CO.,WEST PT,9/9/1999,1340,Wildfire, , ,0,0,290000,0,CA,PST, ,2412723,C,9,STO,0,0,POST OFFICE, , , , , , , ,WEST PT, , , , ,,"The Winton Incident was responsible for burning 120 acres. Fire suppression costs totaled $450,000. Moderate winds as well as steep terrain hampered the control process. Two homes and two out buildings, one car and one recreational vehicle were destroyed.",91,,,,,,,,,,,,,,,,,,,
91,5723761,TULARE CO.,LODGEPOLE,9/18/1999,1200,Wildfire, , ,0,0,0,0,CA,PST, ,2413042,C,107,HNX,0,0,PARK/FOREST SERVICE, , , ,9,NNE,9,NNE,LODGEPOLE, , , , ,"The Williams Fire"" was caused by lightning strikes on 9/18 but was allowed to burn and managed as a ""resource"" burn through October (although truncated for report purposes in September).  It burned a total of 500 acres.  No fatalities or structures lost.  Cost to manage unknown.""",,92,,,,,,,,,,,,,,,,,,,
92,5716986,SHASTA CO.,REDDING,9/26/1999,1047,Wildfire, , ,0,1,4500000,0,CA,PST, ,2412722,C,89,STO,0,0,POST OFFICE, , , ,10,SW,10,SW,REDDING, , , , ,,"The Canyon Incident was an equipment caused fire but was exacerbated by north, dry winds on the 27th and 28th. The winds were measured between 30 and 40 mph. One injury and zero deaths were reported. The fire was responsible for burning over 2,000 acres by months end as well as destroying 80 structures. Numerous vehicles and recreational vehicles were also lost.",93,,,,,,,,,,,,,,,,,,,
93,5716987,TEHAMA CO.,MILL CREEK,9/28/1999,600,Wildfire, , ,0,0,0,0,CA,PST, ,2414267,C,103,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,MILL CREEK, , , , ,,"The Gun 2 Incident was a civilian caused fire but was exacerbated by high winds, low relative humidity, heavy fuels, and inaccessibility. No injuries or deaths were reported. By months end, fire suppression costs added up to $587,000 and acres burned totaled 31,342.",94,,,,,,,,,,,,,,,,,,,
94,5716976,SAN DIEGO CO.,SAN ONOFRE,9/28/1999,830,Wildfire, , ,0,0,0,0,CA,PST, ,2412714,C,73,SGX,0,0,NEWSPAPER, , , ,14,E,14,E,SAN ONOFRE, , , , ,About 1000 acres were burned over a two day period on a U.S.M.C. Camp Pendleton weapons firing range.,,95,,,,,,,,,,,,,,,,,,,
95,5716989,YOLO CO.,GUINDA,9/28/1999,1158,Wildfire, , ,0,6,0,0,CA,PST, ,2412724,C,113,STO,0,0,POST OFFICE, , , , , , , ,GUINDA, , , , ,,"The Rumsey Incident was responsible for burning 3,015 acres. Fire suppression costs approached 1 million dollars. Six injuries and zero deaths were reported. The fire threatened structures and closed Highway 16 from Rumsey to Highway 20. Erratic winds and steep terrain prolonged the control process.",96,,,,,,,,,,,,,,,,,,,
96,5716975,SAN DIEGO CO.,INDIAN SPGS,9/30/1999,1330,Wildfire, , ,0,0,0,0,CA,PST, ,2412713,C,73,SGX,0,0,BROADCAST MEDIA, , , ,2,SW,4,SW,INDIAN SPGS, , , , ,A wild fire burnt 1000 acres. The fire was still uncontained as September ended.,,97,,,,,,,,,,,,,,,,,,,
97,5716974,SAN DIEGO CO.,RINCON,9/30/1999,1400,Wildfire, , ,0,0,0,0,CA,PST, ,1087222,C,73,SGX,0,0,BROADCAST MEDIA, , , ,10,E,9,E,RINCON, , , , ,"A wild fire had burnt 650 acres on the La Jolla Indian Reservation as September ended. No property damaged had occurred, but  115 campers and counselors were evacuated from the Denver Fox campground.",,98,,,,,,,,,,,,,,,,,,,
98,5716977,RIVERSIDE CO.,CORONA,9/30/1999,1400,Wildfire, , ,0,0,500000,500000,CA,PST, ,2412715,C,65,SGX,0,0,NEWSPAPER, , , ,4,SW,3,SW,CORONA, , , , ,"A wild fire broke out in Tin Mine Canyon and burned towards subdivisions on the southwest side of Corona, destroying one house and damaging five others. Erratic winds then caused the fire to burn both towards the east, threatening additonal houses, and back towards the west up the canyons in the Cleveland National Forest. As September ended  the fire was still uncontained, with 250 acres of  brush and citrus groves burnt, and over 200 homes evacuated.",,99,,,,,,,,,,,,,,,,,,,
99,5723201,TRINITY CO.,DENNY,10/1/1999,0,Wildfire, , ,0,0,1300000,0,CA,PST, ,2414444,C,105,EKA,0,0,PARK/FOREST SERVICE, , , ,5,N,5,N,DENNY, , , , ,,"Megram Fire started by lightning in August, fanned by high winds in September was knocked down by rain in October so that firefighters could bring it under control.  Dense smoke forced the evacuation of thousands of residents of the Hoopa and Willow Creek areas.  Visibility was often less than 150 feet.  Smoke and ashes spread over much of Northwest California.  $75 million was spent on firefighting, $1.3 million in damage to commercial timber, $16 million potential damage to fisheries and $6.2 million needed for rehabilitation for a total cost of $98.5 million.  This was the fifth largest fire (acreage) in California history with 141,200 acres burned.  No fatalities or injuries was directly caused by weather.",100,,,,,,,,,,,,,,,,,,,
100,5723092,SAN DIEGO CO.,INDIAN SPGS,10/1/1999,0,Wildfire, , ,0,0,0,0,CA,PST, ,2413060,C,73,SGX,0,0,NEWSPAPER, , , ,2,SW,4,SW,INDIAN SPGS, , , , ,"This wild fire began on September 30 and was not fully contained until October 2. Although 1600 acres of brush burned and threatened the Otay Lakes subdivision, no structures were affected.",,101,,,,,,,,,,,,,,,,,,,
101,5723093,RIVERSIDE CO.,CORONA,10/1/1999,0,Wildfire, , ,0,0,0,0,CA,PST, ,2413061,C,65,SGX,0,0,NEWSPAPER, , , ,3,SW,3,SW,CORONA, , , , ,"On September 30 this fire destroyed citrus groves and one house, damaged another five houses, and forced the evacuation of 200 others. Fire fighters were able to keep it from consuming another $200 million in property damage. The fire was fully contained on October 2. A total of 450 acres burned.",,102,,,,,,,,,,,,,,,,,,,
102,5723202,HUMBOLDT CO.,HOOPA,10/1/1999,0,Wildfire, , ,0,0,0,0,CA,PST, ,2414444,C,23,EKA,0,0,PARK/FOREST SERVICE, , , ,10,E,10,E,HOOPA, , , , ,,"Megram Fire started by lightning in August, fanned by high winds in September was knocked down by rain in October so that firefighters could bring it under control.  Dense smoke forced the evacuation of thousands of residents of the Hoopa and Willow Creek areas.  Visibility was often less than 150 feet.  Smoke and ashes spread over much of Northwest California.  $75 million was spent on firefighting, $1.3 million in damage to commercial timber, $16 million potential damage to fisheries and $6.2 million needed for rehabilitation for a total cost of $98.5 million.  This was the fifth largest fire (acreage) in California history with 141,200 acres burned.  No fatalities or injuries was directly caused by weather.",103,,,,,,,,,,,,,,,,,,,
103,5723094,SAN DIEGO CO.,RINCON,10/1/1999,0,Wildfire, , ,1,10,250000,0,CA,PST, ,2413708,C,73,SGX,0,0,BROADCAST MEDIA, , , ,6,E,11,E,RINCON, , , , ,"This fire began on September 30 and wasn't fully contained until October 8. A total of 7,691 acres, one house, two trailers, and an out building were burned or destroyed. Campers and counselors at Camp Denver C. Fox and residents in Will Valley were evacuated. Ten fire fighters sustained minor injuries, and another died when a boulder dislodged by the fire struck him. The cost of fighting the fire was near $3 million.",,104,,,,,,,,,,,,,,,,,,,
104,5716672,SHASTA CO.,REDDING,10/1/1999,1,Wildfire, , ,0,4,13300000,0,CA,PST, ,2412829,C,89,STO,0,0,PARK/FOREST SERVICE, , , ,10,SW,10,SW,REDDING, , , , ,,"The Canyon Incident was an equipment caused fire, but was influenced by dry, north winds of 30 to 40 mph on September 27th and 28th. Four injuries and zero deaths were reported. The fire, which began September 27th, was responsible for burning over 2,500 acres as well as destroying 64 residences, 206 outbuildings, and 136 vehicles. Fire suppression costs totaled 1.4 million dollars.",105,,,,,,,,,,,,,,,,,,,
105,5716671,TEHAMA CO.,MILL CREEK,10/1/1999,1,Wildfire, , ,0,22,0,0,CA,PST, ,2413592,C,103,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,MILL CREEK, , , , ,,"The Gun 2 Incident was a civilian caused fire, but was exacerbated by high winds, low relative humidities, thick fuels, and inaccessibility. Twenty-two injuries and zero deaths were reported. The incident, which began in late September, was responsible for burning 60,390 acres. Fire suppression costs totaled 10 million dollars.",106,,,,,,,,,,,,,,,,,,,
106,5723164,SAN DIEGO CO.,VALLEY CENTER,10/1/1999,1140,Wildfire, , ,0,0,0,0,CA,PST, ,2413062,C,73,SGX,0,0,BROADCAST MEDIA, , , ,5,E,5,E,VALLEY CENTER, , , , ,"This was initially a one acre fire that was controlled on October 1, but it flared up on October 2 and quickly grew to 150 acres before it was brought under control again.",,107,,,,,,,,,,,,,,,,,,,
107,5723165,SAN DIEGO CO.,CAMPO,10/3/1999,1300,Wildfire, , ,0,0,210000,0,CA,PST, ,2413709,C,73,SGX,0,0,NEWSPAPER, , , ,3,NE,3,E,CAMPO, , , , ,A wild fire fanned by erratic winds quickly grew to over 4000 acres. Seven structures were destroyed: one house and 6 out buildings.,,108,,,,,,,,,,,,,,,,,,,
108,5723166,SAN DIEGO CO.,CAMPO,10/8/1999,900,Wildfire, , ,0,1,0,0,CA,PST, ,2414397,C,73,SGX,0,0,BROADCAST MEDIA, , , ,3,E,1,S,CAMPO, , , , ,"Hot dry weather and east winds near 20 mph rekindled a wild fire that had been brought under control a few days earlier. This fire straddling both side of the U.S.-Mexico border, burned an additional 1000 acres on the U.S. side before it was brought under control.",,109,,,,,,,,,,,,,,,,,,,
109,5716675,BUTTE CO.,OROVILLE,10/15/1999,400,Wildfire, , ,0,5,480000,0,CA,PST, ,2414297,C,7,STO,0,0,PARK/FOREST SERVICE, , , ,10,NE,10,NE,OROVILLE, , , , ,,"The Oregon Incident was a civilian caused fire, but was aided by strong and gusty winds, low humidities, and inaccessibility. Five injuries and zero deaths were reported. The fire was responsible for burning over 200 acres as well as destroying several homes and outbuildings. Fire suppression costs totaled $20,000.",110,,,,,,,,,,,,,,,,,,,
110,5716673,SHASTA CO.,BELLA VISTA,10/16/1999,349,Wildfire, , ,0,4,22200000,0,CA,PST, ,2412830,C,89,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,BELLA VISTA, , , , ,,"The Jones Incident was a civilian caused fire, but was aided by high winds and steep terrain. Four injuries and zero deaths were reported. The fire was responsible for burning over 26,000 acres as well as destroying 128 residences and 300 outbuildings. Fire suppression costs approached 4 million dollars.",111,,,,,,,,,,,,,,,,,,,
111,5716676,COLUSA CO.,WILLIAMS,10/16/1999,350,Wildfire, , ,0,7,0,0,CA,PST, ,2414298,C,11,STO,0,0,PARK/FOREST SERVICE, , , ,30,SW,30,SW,WILLIAMS, , , , ,,"The 16 Incident was classified as arson, but was influenced by strong, gusty winds on the 16th. The fire was responsible for burning 40,000 acres. Fire suppression costs exceeded 2.5 million dollars. Seven injuries and zero deaths were reported.",112,,,,,,,,,,,,,,,,,,,
112,5716674,YUBA CO.,MARYSVILLE,10/16/1999,400,Wildfire, , ,0,6,3500000,0,CA,PST, ,2412831,C,115,STO,0,0,PARK/FOREST SERVICE, , , ,40,NE,40,NE,MARYSVILLE, , , , ,,"The Pendola Incident was sparked by downed power lines, but was exacerbated by strong winds and steep terrain. Four injuries and zero deaths were reported. The fire destroyed 13 residences, 61 outbuildings, and 41 vehicles. Farm stock was also threatened, but not destroyed. Fire suppression costs exceeded 7 million dollars.",113,,,,,,,,,,,,,,,,,,,
113,5723404,RIVERSIDE CO.,CORONA MUNI ARPT,10/17/1999,700,Wildfire, , ,0,0,0,0,CA,PST, ,2414399,C,65,SGX,0,0,NEWSPAPER, , , ,2,N,2,E,CORONA MUNI ARPT, , , , ,,"Santa Ana winds caused wind damage in Orange County, downing power lines in Yorba Linda and Huntington Beach.  Wind gusts of  60 mph along the Santa Ana River Valley fanned a wild fire into 190 acres before it was brought under control. In San Bernardino, 40 mph wind gusts caused a fire to damage 11 houses and destroy a 12-plex apartment building before it was brought under control.  Across the Inland Empire, other fires were prolonged by the gusty winds.",114,,,,,,,,,,,,,,,,,,,
114,5723405,RIVERSIDE CO.,NORCO,10/17/1999,900,Wildfire, , ,0,0,0,97000,CA,PST, ,2414399,C,65,SGX,0,0,NEWSPAPER, , , ,3,NE,3,NE,NORCO, , , , ,,"Santa Ana winds caused wind damage in Orange County, downing power lines in Yorba Linda and Huntington Beach.  Wind gusts of  60 mph along the Santa Ana River Valley fanned a wild fire into 190 acres before it was brought under control. In San Bernardino, 40 mph wind gusts caused a fire to damage 11 houses and destroy a 12-plex apartment building before it was brought under control.  Across the Inland Empire, other fires were prolonged by the gusty winds.",115,,,,,,,,,,,,,,,,,,,
115,5723412,SAN DIEGO CO.,BOULEVARD,10/17/1999,1025,Wildfire, , ,0,3,50000,0,CA,PST, ,2413063,C,73,SGX,0,0,NEWSPAPER, , , ,7,SE,7,SE,BOULEVARD, , , , ,,A wild fire blew back on firefighters when the wind shifted. Three fire fighters were injured and their firetruck overcome by flames.  Winds in the area had been from the east between 33 and 44 mph.,116,,,,,,,,,,,,,,,,,,,
116,5723406,SAN BERNARDINO CO.,CHINO ARPT,10/17/1999,1030,Wildfire, , ,0,0,0,0,CA,PST, ,2414399,C,71,SGX,0,0,NEWSPAPER, , , ,2,E,2,E,CHINO ARPT, , , , ,,"Santa Ana winds caused wind damage in Orange County, downing power lines in Yorba Linda and Huntington Beach.  Wind gusts of  60 mph along the Santa Ana River Valley fanned a wild fire into 190 acres before it was brought under control. In San Bernardino, 40 mph wind gusts caused a fire to damage 11 houses and destroy a 12-plex apartment building before it was brought under control.  Across the Inland Empire, other fires were prolonged by the gusty winds.",117,,,,,,,,,,,,,,,,,,,
117,5723407,SAN BERNARDINO CO.,SAN BERNARDINO,10/17/1999,1300,Wildfire, , ,0,0,550000,0,CA,PST, ,2414399,C,71,SGX,0,0,NEWSPAPER, , , ,2,SW,2,SW,SAN BERNARDINO, , , , ,,"Santa Ana winds caused wind damage in Orange County, downing power lines in Yorba Linda and Huntington Beach.  Wind gusts of  60 mph along the Santa Ana River Valley fanned a wild fire into 190 acres before it was brought under control. In San Bernardino, 40 mph wind gusts caused a fire to damage 11 houses and destroy a 12-plex apartment building before it was brought under control.  Across the Inland Empire, other fires were prolonged by the gusty winds.",118,,,,,,,,,,,,,,,,,,,
118,5723408,RIVERSIDE CO.,LAKE ELSINORE,10/17/1999,1343,Wildfire, , ,0,0,0,0,CA,PST, ,2414399,C,65,SGX,0,0,NEWSPAPER, , , ,3,N,2,N,LAKE ELSINORE, , , , ,,"Santa Ana winds caused wind damage in Orange County, downing power lines in Yorba Linda and Huntington Beach.  Wind gusts of  60 mph along the Santa Ana River Valley fanned a wild fire into 190 acres before it was brought under control. In San Bernardino, 40 mph wind gusts caused a fire to damage 11 houses and destroy a 12-plex apartment building before it was brought under control.  Across the Inland Empire, other fires were prolonged by the gusty winds.",119,,,,,,,,,,,,,,,,,,,
119,5723413,SAN DIEGO CO.,SAN ONOFRE,10/20/1999,1600,Wildfire, , ,0,0,0,0,CA,PST, ,2413064,C,73,SGX,0,0,NEWSPAPER, , , ,7,E,3,E,SAN ONOFRE, , , , ,Dry conditions and moderate easterly breezes caused a wild fire to grow to 2200 acres on the U.S.M.C. Camp Pendleton weapons firing range before it was fully contained.,,120,,,,,,,,,,,,,,,,,,,
120,5723416,SAN BERNARDINO CO.,UPLAND,10/22/1999,1500,Wildfire, , ,0,0,0,0,CA,PST, ,2413067,C,71,SGX,0,0,NEWSPAPER, , , ,5,N,5,N,UPLAND, , , , ,About 70 acres were burned in a brush fire.,,121,,,,,,,,,,,,,,,,,,,
121,5723414,SAN DIEGO CO.,WARNER SPGS,10/26/1999,1314,Wildfire, , ,0,0,0,0,CA,PST, ,2413065,C,73,SGX,0,0,NEWSPAPER, , , , , , , ,WARNER SPGS, , , , ,A 400 acre brush fire occurred along Highway 79.,,122,,,,,,,,,,,,,,,,,,,
122,5723415,SAN BERNARDINO CO.,RIALTO,10/29/1999,1300,Wildfire, , ,0,0,0,0,CA,PST, ,2413066,C,71,SGX,0,0,NEWSPAPER, , , ,6,NW,5,NW,RIALTO, , , , ,Santa Ana winds gusting to 40 mph rapidily spread a wild fire through rocky terrain along Lytle Creek Wash. About 40 acres were burned.,,123,,,,,,,,,,,,,,,,,,,
123,5723105,SAN BERNARDINO CO.,LYTLE CREEK,11/14/1999,1500,Wildfire, , ,0,0,0,0,CA,PST, ,2414424,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,LYTLE CREEK, , , , ,A wildfire started by sparks from a firing range burned 95 acres in the San Bernardino National Forest before being fully contained.,,124,,,,,,,,,,,,,,,,,,,
124,5723111,RIVERSIDE CO.,LAKELAND VLG,11/23/1999,1430,Wildfire, , ,0,0,0,0,CA,PST, ,1088046,C,65,SGX,0,0,NEWSPAPER, , , ,1,W,1,W,LAKELAND VLG, , , , ,A wild fire burned 20 acres and forced the evacuation of 12 homes before it was brought under control by more than 60 firefighters and several air tankers.,,125,,,,,,,,,,,,,,,,,,,
125,5723368,VENTURA CO.,SOMIS,12/4/1999,200,Wildfire, , ,0,2,0,0,CA,PST, ,1088241,C,111,LOX,0,0,NEWSPAPER, , , ,4,N,4,N,SOMIS, , , , ,,"Strong Santa Ana winds fueled a brush fire in Ventura county. The Somis Fire burned 3,332 acres of land. Two firefighters were injured battling the fire.",126,,,,,,,,,,,,,,,,,,,
126,5723245,SAN DIEGO CO.,CAMPO,12/21/1999,1700,Wildfire, , ,0,0,0,0,CA,PST, ,2413129,C,73,SGX,0,0,NEWSPAPER, , , ,5,NW,5,NW,CAMPO, , , , ,,"Strong Santa Ana winds hit Southwestern California on the evening of 12/21 and lasted through most of the following day. Widespread power and phone outages occurred from falling trees knocking down lines and snapped poles. A large dust cloud over the San Jacinto Valley closed highways, sand blasted cars, and reached a height of 500 feet. Blowing sand, dirt and cross winds at Ontario International Airport forced the diversion of two commercial airline flights and the cancellation of three others. Gusty winds also spread a house fire in Glendale to an adjacent house causing two injuries and $50,000 damage. Wind gusts between 35 and 53 mph were observed at Newport Beach and Huntington Beach. Firefighters had difficulty controlling three wildfires in San Diego County due to the strong wind gusts.",127,,,,,,,,,,,,,,,,,,,
127,5723367,VENTURA CO.,OJAI,12/21/1999,2000,Wildfire, , ,0,0,0,0,CA,PST, ,1088240,C,111,LOX,0,0,NEWSPAPER, , , ,2,N,2,N,OJAI, , , , ,,"Strong Santa Ana winds fueled a brush fire in Ventura county. The Ranch Fire burned 4,371 acres of land near the community of Ojai. No injuries were reported, but the fire did destroy one home.",128,,,,,,,,,,,,,,,,,,,
128,5723369,LOS ANGELES CO.,LA CANADA,12/21/1999,2145,Wildfire, , ,0,0,0,0,CA,PST, ,1088242,C,37,LOX,0,0,NEWSPAPER, , , ,5,N,5,N,LA CANADA, , , , ,,"Strong Santa Ana winds fueled a brush fire in Los Angeles county, north of La Canada. The Rafael Fire burned 524 acres. No injuries were reported.",129,,,,,,,,,,,,,,,,,,,
129,5723370,VENTURA CO.,SEACLIFF,12/22/1999,115,Wildfire, , ,0,0,0,0,CA,PST, ,1088243,C,111,LOX,0,0,NEWSPAPER, , , ,3,N,3,N,SEACLIFF, , , , ,,"Santa Ana winds fueled a brush fire in Ventura county, north of Seacliff. The Rincon Fire burned around 300 acres. No injuries were reported.",130,,,,,,,,,,,,,,,,,,,
130,5723371,LOS ANGELES CO.,ARCADIA,12/27/1999,1445,Wildfire, , ,0,1,0,0,CA,PST, ,1088244,C,37,LOX,0,0,NEWSPAPER, , , ,4,N,4,N,ARCADIA, , , , ,,"Strong Santa Ana wind fueled a brush fire in Los Angeles county, north of Arcadia. The Santa Anita Fire burned about 750 acres. One firefighter was injured.",131,,,,,,,,,,,,,,,,,,,
131,5722686,ORANGE CO.,MISSION VIEJO,12/27/1999,1600,Wildfire, , ,0,0,0,0,CA,PST, ,2413130,C,59,SGX,0,0,NEWSPAPER, , , ,2,NE,2,NE,MISSION VIEJO, , , , ,Dry conditions and gusty Santa Ana winds fanned a wild fire into a 38 acre blaze before being brought under control by more than 100 firefighters.,,132,,,,,,,,,,,,,,,,,,,
