,Date,Average Temperature (C),State,Country,year,Average Temperature (F)
172303,1912-01-01 00:04:00,11,Illinois,United States,1912,52
172304,1912-01-01 00:05:00,17,Illinois,United States,1912,64
172305,1912-01-01 00:06:00,19,Illinois,United States,1912,67
172306,1912-01-01 00:07:00,23,Illinois,United States,1912,75
172307,1912-01-01 00:08:00,22,Illinois,United States,1912,71
172308,1912-01-01 00:09:00,19,Illinois,United States,1912,67
172309,1912-01-01 00:10:00,13,Illinois,United States,1912,55
172310,1912-01-01 00:11:00,5,Illinois,United States,1912,42
172311,1912-01-01 00:12:00,0,Illinois,United States,1912,33
172312,1913-01-01 00:01:00,-1,Illinois,United States,1913,29
172313,1913-01-01 00:02:00,-3,Illinois,United States,1913,25
172314,1913-01-01 00:03:00,2,Illinois,United States,1913,37
172315,1913-01-01 00:04:00,10,Illinois,United States,1913,51
172316,1913-01-01 00:05:00,16,Illinois,United States,1913,62
172317,1913-01-01 00:06:00,22,Illinois,United States,1913,73
172318,1913-01-01 00:07:00,25,Illinois,United States,1913,77
172319,1913-01-01 00:08:00,25,Illinois,United States,1913,77
172320,1913-01-01 00:09:00,19,Illinois,United States,1913,66
172321,1913-01-01 00:10:00,11,Illinois,United States,1913,52
172322,1913-01-01 00:11:00,8,Illinois,United States,1913,47
172323,1913-01-01 00:12:00,2,Illinois,United States,1913,35
172324,1914-01-01 00:01:00,0,Illinois,United States,1914,33
172325,1914-01-01 00:02:00,-5,Illinois,United States,1914,21
172326,1914-01-01 00:03:00,3,Illinois,United States,1914,37
172327,1914-01-01 00:04:00,10,Illinois,United States,1914,51
172328,1914-01-01 00:05:00,18,Illinois,United States,1914,64
172329,1914-01-01 00:06:00,23,Illinois,United States,1914,74
172330,1914-01-01 00:07:00,25,Illinois,United States,1914,78
172331,1914-01-01 00:08:00,23,Illinois,United States,1914,75
172332,1914-01-01 00:09:00,18,Illinois,United States,1914,66
172333,1914-01-01 00:10:00,14,Illinois,United States,1914,57
172334,1914-01-01 00:11:00,6,Illinois,United States,1914,44
172335,1914-01-01 00:12:00,-4,Illinois,United States,1914,23
172336,1915-01-01 00:01:00,-5,Illinois,United States,1915,22
172337,1915-01-01 00:02:00,2,Illinois,United States,1915,35
172338,1915-01-01 00:03:00,1,Illinois,United States,1915,34
172339,1915-01-01 00:04:00,14,Illinois,United States,1915,57
172340,1915-01-01 00:05:00,15,Illinois,United States,1915,59
172341,1915-01-01 00:06:00,19,Illinois,United States,1915,67
172342,1915-01-01 00:07:00,22,Illinois,United States,1915,72
172343,1915-01-01 00:08:00,19,Illinois,United States,1915,67
172344,1915-01-01 00:09:00,19,Illinois,United States,1915,67
172345,1915-01-01 00:10:00,13,Illinois,United States,1915,55
172346,1915-01-01 00:11:00,7,Illinois,United States,1915,45
172347,1915-01-01 00:12:00,-1,Illinois,United States,1915,29
172348,1916-01-01 00:01:00,-1,Illinois,United States,1916,29
172349,1916-01-01 00:02:00,-3,Illinois,United States,1916,26
172350,1916-01-01 00:03:00,3,Illinois,United States,1916,38
172351,1916-01-01 00:04:00,9,Illinois,United States,1916,49
172352,1916-01-01 00:05:00,17,Illinois,United States,1916,62
172353,1916-01-01 00:06:00,19,Illinois,United States,1916,66
172354,1916-01-01 00:07:00,26,Illinois,United States,1916,80
172355,1916-01-01 00:08:00,24,Illinois,United States,1916,76
172356,1916-01-01 00:09:00,18,Illinois,United States,1916,64
172357,1916-01-01 00:10:00,12,Illinois,United States,1916,54
172358,1916-01-01 00:11:00,6,Illinois,United States,1916,43
172359,1916-01-01 00:12:00,-2,Illinois,United States,1916,26
172360,1917-01-01 00:01:00,-2,Illinois,United States,1917,26
172361,1917-01-01 00:02:00,-4,Illinois,United States,1917,23
172362,1917-01-01 00:03:00,4,Illinois,United States,1917,40
172363,1917-01-01 00:04:00,9,Illinois,United States,1917,48
172364,1917-01-01 00:05:00,13,Illinois,United States,1917,55
172365,1917-01-01 00:06:00,19,Illinois,United States,1917,67
172366,1917-01-01 00:07:00,23,Illinois,United States,1917,74
172367,1917-01-01 00:08:00,21,Illinois,United States,1917,71
172368,1917-01-01 00:09:00,18,Illinois,United States,1917,64
172369,1917-01-01 00:10:00,7,Illinois,United States,1917,45
172370,1917-01-01 00:11:00,5,Illinois,United States,1917,42
172371,1917-01-01 00:12:00,-6,Illinois,United States,1917,21
172372,1918-01-01 00:01:00,-11,Illinois,United States,1918,11
172373,1918-01-01 00:02:00,-1,Illinois,United States,1918,29
172374,1918-01-01 00:03:00,8,Illinois,United States,1918,46
172375,1918-01-01 00:04:00,8,Illinois,United States,1918,47
172376,1918-01-01 00:05:00,19,Illinois,United States,1918,66
172377,1918-01-01 00:06:00,21,Illinois,United States,1918,71
172378,1918-01-01 00:07:00,22,Illinois,United States,1918,73
172379,1918-01-01 00:08:00,25,Illinois,United States,1918,77
172380,1918-01-01 00:09:00,15,Illinois,United States,1918,59
172381,1918-01-01 00:10:00,13,Illinois,United States,1918,57
172382,1918-01-01 00:11:00,5,Illinois,United States,1918,42
172383,1918-01-01 00:12:00,3,Illinois,United States,1918,37
172384,1919-01-01 00:01:00,0,Illinois,United States,1919,30
172385,1919-01-01 00:02:00,0,Illinois,United States,1919,31
172386,1919-01-01 00:03:00,5,Illinois,United States,1919,41
172387,1919-01-01 00:04:00,11,Illinois,United States,1919,52
172388,1919-01-01 00:05:00,14,Illinois,United States,1919,58
172389,1919-01-01 00:06:00,23,Illinois,United States,1919,74
172390,1919-01-01 00:07:00,25,Illinois,United States,1919,77
172391,1919-01-01 00:08:00,22,Illinois,United States,1919,72
172392,1919-01-01 00:09:00,20,Illinois,United States,1919,69
172393,1919-01-01 00:10:00,13,Illinois,United States,1919,57
172394,1919-01-01 00:11:00,4,Illinois,United States,1919,39
172395,1919-01-01 00:12:00,-5,Illinois,United States,1919,22
172396,1920-01-01 00:01:00,-6,Illinois,United States,1920,21
172397,1920-01-01 00:02:00,-1,Illinois,United States,1920,28
172398,1920-01-01 00:03:00,5,Illinois,United States,1920,41
172399,1920-01-01 00:04:00,7,Illinois,United States,1920,45
172400,1920-01-01 00:05:00,15,Illinois,United States,1920,60
172401,1920-01-01 00:06:00,21,Illinois,United States,1920,71
172402,1920-01-01 00:07:00,23,Illinois,United States,1920,73
172403,1920-01-01 00:08:00,21,Illinois,United States,1920,71
172404,1920-01-01 00:09:00,20,Illinois,United States,1920,68
172405,1920-01-01 00:10:00,15,Illinois,United States,1920,59
172406,1920-01-01 00:11:00,4,Illinois,United States,1920,39
172407,1920-01-01 00:12:00,0,Illinois,United States,1920,31
172408,1921-01-01 00:01:00,0,Illinois,United States,1921,33
172409,1921-01-01 00:02:00,1,Illinois,United States,1921,35
172410,1921-01-01 00:03:00,9,Illinois,United States,1921,48
172411,1921-01-01 00:04:00,12,Illinois,United States,1921,54
172412,1921-01-01 00:05:00,17,Illinois,United States,1921,64
172413,1921-01-01 00:06:00,24,Illinois,United States,1921,75
172414,1921-01-01 00:07:00,26,Illinois,United States,1921,79
172415,1921-01-01 00:08:00,22,Illinois,United States,1921,73
172416,1921-01-01 00:09:00,21,Illinois,United States,1921,70
172417,1921-01-01 00:10:00,12,Illinois,United States,1921,54
172418,1921-01-01 00:11:00,5,Illinois,United States,1921,41
172419,1921-01-01 00:12:00,0,Illinois,United States,1921,32
172420,1922-01-01 00:01:00,-4,Illinois,United States,1922,24
172421,1922-01-01 00:02:00,0,Illinois,United States,1922,31
172422,1922-01-01 00:03:00,5,Illinois,United States,1922,41
172423,1922-01-01 00:04:00,11,Illinois,United States,1922,52
172424,1922-01-01 00:05:00,18,Illinois,United States,1922,65
172425,1922-01-01 00:06:00,22,Illinois,United States,1922,73
172426,1922-01-01 00:07:00,23,Illinois,United States,1922,74
172427,1922-01-01 00:08:00,23,Illinois,United States,1922,74
172428,1922-01-01 00:09:00,20,Illinois,United States,1922,69
172429,1922-01-01 00:10:00,14,Illinois,United States,1922,57
172430,1922-01-01 00:11:00,6,Illinois,United States,1922,44
172431,1922-01-01 00:12:00,0,Illinois,United States,1922,30
172432,1923-01-01 00:01:00,0,Illinois,United States,1923,32
172433,1923-01-01 00:02:00,-3,Illinois,United States,1923,24
172434,1923-01-01 00:03:00,2,Illinois,United States,1923,36
172435,1923-01-01 00:04:00,9,Illinois,United States,1923,49
172436,1923-01-01 00:05:00,15,Illinois,United States,1923,60
172437,1923-01-01 00:06:00,22,Illinois,United States,1923,72
172438,1923-01-01 00:07:00,24,Illinois,United States,1923,76
172439,1923-01-01 00:08:00,22,Illinois,United States,1923,73
172440,1923-01-01 00:09:00,18,Illinois,United States,1923,65
172441,1923-01-01 00:10:00,10,Illinois,United States,1923,50
172442,1923-01-01 00:11:00,6,Illinois,United States,1923,42
172443,1923-01-01 00:12:00,4,Illinois,United States,1923,39
172444,1924-01-01 00:01:00,-6,Illinois,United States,1924,20
172445,1924-01-01 00:02:00,-1,Illinois,United States,1924,29
172446,1924-01-01 00:03:00,1,Illinois,United States,1924,35
172447,1924-01-01 00:04:00,11,Illinois,United States,1924,52
172448,1924-01-01 00:05:00,13,Illinois,United States,1924,55
172449,1924-01-01 00:06:00,20,Illinois,United States,1924,69
172450,1924-01-01 00:07:00,21,Illinois,United States,1924,71
172451,1924-01-01 00:08:00,22,Illinois,United States,1924,73
172452,1924-01-01 00:09:00,16,Illinois,United States,1924,61
172453,1924-01-01 00:10:00,15,Illinois,United States,1924,59
172454,1924-01-01 00:11:00,5,Illinois,United States,1924,42
172455,1924-01-01 00:12:00,-4,Illinois,United States,1924,24
172456,1925-01-01 00:01:00,-3,Illinois,United States,1925,25
172457,1925-01-01 00:02:00,1,Illinois,United States,1925,34
172458,1925-01-01 00:03:00,6,Illinois,United States,1925,42
172459,1925-01-01 00:04:00,14,Illinois,United States,1925,57
172460,1925-01-01 00:05:00,14,Illinois,United States,1925,58
172461,1925-01-01 00:06:00,23,Illinois,United States,1925,73
172462,1925-01-01 00:07:00,23,Illinois,United States,1925,74
172463,1925-01-01 00:08:00,23,Illinois,United States,1925,73
172464,1925-01-01 00:09:00,22,Illinois,United States,1925,72
172465,1925-01-01 00:10:00,7,Illinois,United States,1925,45
172466,1925-01-01 00:11:00,3,Illinois,United States,1925,38
172467,1925-01-01 00:12:00,-3,Illinois,United States,1925,26
172468,1926-01-01 00:01:00,-2,Illinois,United States,1926,28
172469,1926-01-01 00:02:00,1,Illinois,United States,1926,34
172470,1926-01-01 00:03:00,1,Illinois,United States,1926,33
172471,1926-01-01 00:04:00,7,Illinois,United States,1926,45
172472,1926-01-01 00:05:00,17,Illinois,United States,1926,63
172473,1926-01-01 00:06:00,19,Illinois,United States,1926,67
172474,1926-01-01 00:07:00,24,Illinois,United States,1926,75
172475,1926-01-01 00:08:00,23,Illinois,United States,1926,74
172476,1926-01-01 00:09:00,19,Illinois,United States,1926,66
172477,1926-01-01 00:10:00,11,Illinois,United States,1926,53
172478,1926-01-01 00:11:00,2,Illinois,United States,1926,36
172479,1926-01-01 00:12:00,-2,Illinois,United States,1926,27
172480,1927-01-01 00:01:00,-3,Illinois,United States,1927,25
172481,1927-01-01 00:02:00,2,Illinois,United States,1927,37
172482,1927-01-01 00:03:00,6,Illinois,United States,1927,43
172483,1927-01-01 00:04:00,11,Illinois,United States,1927,51
172484,1927-01-01 00:05:00,15,Illinois,United States,1927,60
172485,1927-01-01 00:06:00,19,Illinois,United States,1927,67
172486,1927-01-01 00:07:00,23,Illinois,United States,1927,73
172487,1927-01-01 00:08:00,20,Illinois,United States,1927,68
172488,1927-01-01 00:09:00,21,Illinois,United States,1927,70
172489,1927-01-01 00:10:00,14,Illinois,United States,1927,57
172490,1927-01-01 00:11:00,7,Illinois,United States,1927,44
172491,1927-01-01 00:12:00,-2,Illinois,United States,1927,27
172492,1928-01-01 00:01:00,-2,Illinois,United States,1928,27
172493,1928-01-01 00:02:00,0,Illinois,United States,1928,32
172494,1928-01-01 00:03:00,4,Illinois,United States,1928,40
172495,1928-01-01 00:04:00,8,Illinois,United States,1928,47
172496,1928-01-01 00:05:00,16,Illinois,United States,1928,62
172497,1928-01-01 00:06:00,18,Illinois,United States,1928,65
172498,1928-01-01 00:07:00,24,Illinois,United States,1928,75
172499,1928-01-01 00:08:00,23,Illinois,United States,1928,74
172500,1928-01-01 00:09:00,16,Illinois,United States,1928,62
172501,1928-01-01 00:10:00,13,Illinois,United States,1928,57
172502,1928-01-01 00:11:00,5,Illinois,United States,1928,42
172503,1928-01-01 00:12:00,0,Illinois,United States,1928,32
172504,1929-01-01 00:01:00,-6,Illinois,United States,1929,20
172505,1929-01-01 00:02:00,-5,Illinois,United States,1929,22
172506,1929-01-01 00:03:00,7,Illinois,United States,1929,45
172507,1929-01-01 00:04:00,12,Illinois,United States,1929,53
172508,1929-01-01 00:05:00,15,Illinois,United States,1929,59
172509,1929-01-01 00:06:00,20,Illinois,United States,1929,68
172510,1929-01-01 00:07:00,24,Illinois,United States,1929,75
172511,1929-01-01 00:08:00,22,Illinois,United States,1929,71
172512,1929-01-01 00:09:00,18,Illinois,United States,1929,65
172513,1929-01-01 00:10:00,11,Illinois,United States,1929,53
172514,1929-01-01 00:11:00,2,Illinois,United States,1929,36
172515,1929-01-01 00:12:00,-1,Illinois,United States,1929,29
172516,1930-01-01 00:01:00,-6,Illinois,United States,1930,19
172517,1930-01-01 00:02:00,3,Illinois,United States,1930,39
172518,1930-01-01 00:03:00,4,Illinois,United States,1930,39
172519,1930-01-01 00:04:00,12,Illinois,United States,1930,54
172520,1930-01-01 00:05:00,17,Illinois,United States,1930,63
172521,1930-01-01 00:06:00,21,Illinois,United States,1930,70
172522,1930-01-01 00:07:00,25,Illinois,United States,1930,78
172523,1930-01-01 00:08:00,24,Illinois,United States,1930,75
172524,1930-01-01 00:09:00,20,Illinois,United States,1930,68
172525,1930-01-01 00:10:00,11,Illinois,United States,1930,52
172526,1930-01-01 00:11:00,5,Illinois,United States,1930,42
172527,1930-01-01 00:12:00,0,Illinois,United States,1930,30
172528,1931-01-01 00:01:00,0,Illinois,United States,1931,32
172529,1931-01-01 00:02:00,2,Illinois,United States,1931,36
172530,1931-01-01 00:03:00,2,Illinois,United States,1931,36
172531,1931-01-01 00:04:00,11,Illinois,United States,1931,52
172532,1931-01-01 00:05:00,14,Illinois,United States,1931,58
172533,1931-01-01 00:06:00,23,Illinois,United States,1931,74
172534,1931-01-01 00:07:00,25,Illinois,United States,1931,78
172535,1931-01-01 00:08:00,23,Illinois,United States,1931,73
172536,1931-01-01 00:09:00,22,Illinois,United States,1931,72
172537,1931-01-01 00:10:00,14,Illinois,United States,1931,58
172538,1931-01-01 00:11:00,9,Illinois,United States,1931,49
172539,1931-01-01 00:12:00,3,Illinois,United States,1931,38
172540,1932-01-01 00:01:00,1,Illinois,United States,1932,34
172541,1932-01-01 00:02:00,3,Illinois,United States,1932,37
172542,1932-01-01 00:03:00,0,Illinois,United States,1932,33
172543,1932-01-01 00:04:00,11,Illinois,United States,1932,51
172544,1932-01-01 00:05:00,17,Illinois,United States,1932,63
172545,1932-01-01 00:06:00,22,Illinois,United States,1932,73
172546,1932-01-01 00:07:00,24,Illinois,United States,1932,76
172547,1932-01-01 00:08:00,23,Illinois,United States,1932,74
172548,1932-01-01 00:09:00,18,Illinois,United States,1932,64
172549,1932-01-01 00:10:00,11,Illinois,United States,1932,53
172550,1932-01-01 00:11:00,2,Illinois,United States,1932,36
172551,1932-01-01 00:12:00,-1,Illinois,United States,1932,28
172552,1933-01-01 00:01:00,3,Illinois,United States,1933,37
172553,1933-01-01 00:02:00,-2,Illinois,United States,1933,28
172554,1933-01-01 00:03:00,4,Illinois,United States,1933,39
172555,1933-01-01 00:04:00,10,Illinois,United States,1933,50
172556,1933-01-01 00:05:00,17,Illinois,United States,1933,63
172557,1933-01-01 00:06:00,25,Illinois,United States,1933,77
172558,1933-01-01 00:07:00,25,Illinois,United States,1933,77
172559,1933-01-01 00:08:00,22,Illinois,United States,1933,72
172560,1933-01-01 00:09:00,22,Illinois,United States,1933,72
172561,1933-01-01 00:10:00,11,Illinois,United States,1933,52
172562,1933-01-01 00:11:00,4,Illinois,United States,1933,40
172563,1933-01-01 00:12:00,0,Illinois,United States,1933,33
172564,1934-01-01 00:01:00,0,Illinois,United States,1934,32
172565,1934-01-01 00:02:00,-3,Illinois,United States,1934,25
172566,1934-01-01 00:03:00,2,Illinois,United States,1934,36
172567,1934-01-01 00:04:00,11,Illinois,United States,1934,51
172568,1934-01-01 00:05:00,19,Illinois,United States,1934,67
172569,1934-01-01 00:06:00,25,Illinois,United States,1934,77
172570,1934-01-01 00:07:00,27,Illinois,United States,1934,80
172571,1934-01-01 00:08:00,23,Illinois,United States,1934,74
172572,1934-01-01 00:09:00,17,Illinois,United States,1934,64
172573,1934-01-01 00:10:00,13,Illinois,United States,1934,57
172574,1934-01-01 00:11:00,7,Illinois,United States,1934,45
172575,1934-01-01 00:12:00,-2,Illinois,United States,1934,27
172576,1935-01-01 00:01:00,-2,Illinois,United States,1935,27
172577,1935-01-01 00:02:00,0,Illinois,United States,1935,32
172578,1935-01-01 00:03:00,7,Illinois,United States,1935,45
172579,1935-01-01 00:04:00,9,Illinois,United States,1935,48
172580,1935-01-01 00:05:00,13,Illinois,United States,1935,56
172581,1935-01-01 00:06:00,19,Illinois,United States,1935,67
172582,1935-01-01 00:07:00,25,Illinois,United States,1935,78
172583,1935-01-01 00:08:00,23,Illinois,United States,1935,74
172584,1935-01-01 00:09:00,18,Illinois,United States,1935,66
172585,1935-01-01 00:10:00,12,Illinois,United States,1935,54
172586,1935-01-01 00:11:00,4,Illinois,United States,1935,39
172587,1935-01-01 00:12:00,-4,Illinois,United States,1935,24
172588,1936-01-01 00:01:00,-7,Illinois,United States,1936,19
172589,1936-01-01 00:02:00,-7,Illinois,United States,1936,17
172590,1936-01-01 00:03:00,6,Illinois,United States,1936,43
172591,1936-01-01 00:04:00,8,Illinois,United States,1936,47
172592,1936-01-01 00:05:00,19,Illinois,United States,1936,66
172593,1936-01-01 00:06:00,22,Illinois,United States,1936,71
172594,1936-01-01 00:07:00,28,Illinois,United States,1936,82
172595,1936-01-01 00:08:00,26,Illinois,United States,1936,80
172596,1936-01-01 00:09:00,21,Illinois,United States,1936,70
172597,1936-01-01 00:10:00,12,Illinois,United States,1936,53
172598,1936-01-01 00:11:00,3,Illinois,United States,1936,38
172599,1936-01-01 00:12:00,1,Illinois,United States,1936,33
172600,1937-01-01 00:01:00,-2,Illinois,United States,1937,26
172601,1937-01-01 00:02:00,-1,Illinois,United States,1937,28
172602,1937-01-01 00:03:00,2,Illinois,United States,1937,36
172603,1937-01-01 00:04:00,10,Illinois,United States,1937,50
172604,1937-01-01 00:05:00,17,Illinois,United States,1937,62
172605,1937-01-01 00:06:00,21,Illinois,United States,1937,70
172606,1937-01-01 00:07:00,23,Illinois,United States,1937,75
172607,1937-01-01 00:08:00,25,Illinois,United States,1937,77
172608,1937-01-01 00:09:00,18,Illinois,United States,1937,65
172609,1937-01-01 00:10:00,11,Illinois,United States,1937,51
172610,1937-01-01 00:11:00,3,Illinois,United States,1937,37
172611,1937-01-01 00:12:00,-2,Illinois,United States,1937,27
172612,1938-01-01 00:01:00,-2,Illinois,United States,1938,27
172613,1938-01-01 00:02:00,3,Illinois,United States,1938,37
172614,1938-01-01 00:03:00,8,Illinois,United States,1938,47
172615,1938-01-01 00:04:00,11,Illinois,United States,1938,53
172616,1938-01-01 00:05:00,16,Illinois,United States,1938,61
172617,1938-01-01 00:06:00,20,Illinois,United States,1938,69
172618,1938-01-01 00:07:00,24,Illinois,United States,1938,76
172619,1938-01-01 00:08:00,24,Illinois,United States,1938,76
172620,1938-01-01 00:09:00,19,Illinois,United States,1938,67
172621,1938-01-01 00:10:00,15,Illinois,United States,1938,59
172622,1938-01-01 00:11:00,6,Illinois,United States,1938,43
172623,1938-01-01 00:12:00,0,Illinois,United States,1938,30
172624,1939-01-01 00:01:00,0,Illinois,United States,1939,33
172625,1939-01-01 00:02:00,-1,Illinois,United States,1939,29
172626,1939-01-01 00:03:00,5,Illinois,United States,1939,42
172627,1939-01-01 00:04:00,9,Illinois,United States,1939,48
172628,1939-01-01 00:05:00,18,Illinois,United States,1939,65
172629,1939-01-01 00:06:00,22,Illinois,United States,1939,72
172630,1939-01-01 00:07:00,24,Illinois,United States,1939,75
172631,1939-01-01 00:08:00,22,Illinois,United States,1939,72
172632,1939-01-01 00:09:00,21,Illinois,United States,1939,71
172633,1939-01-01 00:10:00,13,Illinois,United States,1939,56
172634,1939-01-01 00:11:00,4,Illinois,United States,1939,40
172635,1939-01-01 00:12:00,1,Illinois,United States,1939,34
172636,1940-01-01 00:01:00,-10,Illinois,United States,1940,13
172637,1940-01-01 00:02:00,-1,Illinois,United States,1940,29
172638,1940-01-01 00:03:00,2,Illinois,United States,1940,36
172639,1940-01-01 00:04:00,9,Illinois,United States,1940,49
172640,1940-01-01 00:05:00,15,Illinois,United States,1940,59
172641,1940-01-01 00:06:00,22,Illinois,United States,1940,72
172642,1940-01-01 00:07:00,24,Illinois,United States,1940,76
172643,1940-01-01 00:08:00,23,Illinois,United States,1940,74
172644,1940-01-01 00:09:00,18,Illinois,United States,1940,65
172645,1940-01-01 00:10:00,14,Illinois,United States,1940,58
172646,1940-01-01 00:11:00,3,Illinois,United States,1940,39
172647,1940-01-01 00:12:00,1,Illinois,United States,1940,34
172648,1941-01-01 00:01:00,-1,Illinois,United States,1941,29
172649,1941-01-01 00:02:00,-2,Illinois,United States,1941,26
172650,1941-01-01 00:03:00,1,Illinois,United States,1941,35
172651,1941-01-01 00:04:00,13,Illinois,United States,1941,55
172652,1941-01-01 00:05:00,18,Illinois,United States,1941,66
172653,1941-01-01 00:06:00,22,Illinois,United States,1941,72
172654,1941-01-01 00:07:00,24,Illinois,United States,1941,76
172655,1941-01-01 00:08:00,24,Illinois,United States,1941,75
172656,1941-01-01 00:09:00,20,Illinois,United States,1941,69
172657,1941-01-01 00:10:00,14,Illinois,United States,1941,57
172658,1941-01-01 00:11:00,6,Illinois,United States,1941,43
172659,1941-01-01 00:12:00,2,Illinois,United States,1941,36
172660,1942-01-01 00:01:00,-2,Illinois,United States,1942,26
172661,1942-01-01 00:02:00,-2,Illinois,United States,1942,27
172662,1942-01-01 00:03:00,6,Illinois,United States,1942,42
172663,1942-01-01 00:04:00,13,Illinois,United States,1942,55
172664,1942-01-01 00:05:00,16,Illinois,United States,1942,62
172665,1942-01-01 00:06:00,21,Illinois,United States,1942,71
172666,1942-01-01 00:07:00,24,Illinois,United States,1942,75
172667,1942-01-01 00:08:00,22,Illinois,United States,1942,72
172668,1942-01-01 00:09:00,18,Illinois,United States,1942,64
172669,1942-01-01 00:10:00,12,Illinois,United States,1942,55
172670,1942-01-01 00:11:00,6,Illinois,United States,1942,43
172671,1942-01-01 00:12:00,-3,Illinois,United States,1942,26
172672,1943-01-01 00:01:00,-3,Illinois,United States,1943,26
172673,1943-01-01 00:02:00,0,Illinois,United States,1943,32
172674,1943-01-01 00:03:00,2,Illinois,United States,1943,35
172675,1943-01-01 00:04:00,10,Illinois,United States,1943,50
172676,1943-01-01 00:05:00,15,Illinois,United States,1943,60
172677,1943-01-01 00:06:00,23,Illinois,United States,1943,74
172678,1943-01-01 00:07:00,24,Illinois,United States,1943,76
172679,1943-01-01 00:08:00,24,Illinois,United States,1943,76
172680,1943-01-01 00:09:00,17,Illinois,United States,1943,62
172681,1943-01-01 00:10:00,12,Illinois,United States,1943,53
172682,1943-01-01 00:11:00,3,Illinois,United States,1943,38
172683,1943-01-01 00:12:00,-1,Illinois,United States,1943,28
172684,1944-01-01 00:01:00,0,Illinois,United States,1944,32
172685,1944-01-01 00:02:00,0,Illinois,United States,1944,32
172686,1944-01-01 00:03:00,2,Illinois,United States,1944,36
172687,1944-01-01 00:04:00,9,Illinois,United States,1944,48
172688,1944-01-01 00:05:00,19,Illinois,United States,1944,66
172689,1944-01-01 00:06:00,23,Illinois,United States,1944,74
172690,1944-01-01 00:07:00,24,Illinois,United States,1944,75
172691,1944-01-01 00:08:00,23,Illinois,United States,1944,74
172692,1944-01-01 00:09:00,19,Illinois,United States,1944,67
172693,1944-01-01 00:10:00,12,Illinois,United States,1944,55
172694,1944-01-01 00:11:00,6,Illinois,United States,1944,44
172695,1944-01-01 00:12:00,-4,Illinois,United States,1944,24
172696,1945-01-01 00:01:00,-5,Illinois,United States,1945,22
172697,1945-01-01 00:02:00,0,Illinois,United States,1945,31
172698,1945-01-01 00:03:00,10,Illinois,United States,1945,50
172699,1945-01-01 00:04:00,11,Illinois,United States,1945,52
172700,1945-01-01 00:05:00,14,Illinois,United States,1945,57
172701,1945-01-01 00:06:00,19,Illinois,United States,1945,67
172702,1945-01-01 00:07:00,22,Illinois,United States,1945,73
172703,1945-01-01 00:08:00,23,Illinois,United States,1945,73
172704,1945-01-01 00:09:00,19,Illinois,United States,1945,66
172705,1945-01-01 00:10:00,11,Illinois,United States,1945,52
172706,1945-01-01 00:11:00,5,Illinois,United States,1945,42
172707,1945-01-01 00:12:00,-4,Illinois,United States,1945,23
172708,1946-01-01 00:01:00,-1,Illinois,United States,1946,29
172709,1946-01-01 00:02:00,0,Illinois,United States,1946,33
172710,1946-01-01 00:03:00,10,Illinois,United States,1946,51
172711,1946-01-01 00:04:00,12,Illinois,United States,1946,54
172712,1946-01-01 00:05:00,15,Illinois,United States,1946,59
172713,1946-01-01 00:06:00,21,Illinois,United States,1946,71
172714,1946-01-01 00:07:00,24,Illinois,United States,1946,75
172715,1946-01-01 00:08:00,21,Illinois,United States,1946,70
172716,1946-01-01 00:09:00,18,Illinois,United States,1946,66
172717,1946-01-01 00:10:00,14,Illinois,United States,1946,58
172718,1946-01-01 00:11:00,6,Illinois,United States,1946,44
172719,1946-01-01 00:12:00,1,Illinois,United States,1946,35
172720,1947-01-01 00:01:00,0,Illinois,United States,1947,31
172721,1947-01-01 00:02:00,-4,Illinois,United States,1947,23
172722,1947-01-01 00:03:00,1,Illinois,United States,1947,33
172723,1947-01-01 00:04:00,10,Illinois,United States,1947,50
172724,1947-01-01 00:05:00,14,Illinois,United States,1947,58
172725,1947-01-01 00:06:00,20,Illinois,United States,1947,68
172726,1947-01-01 00:07:00,22,Illinois,United States,1947,72
172727,1947-01-01 00:08:00,27,Illinois,United States,1947,81
172728,1947-01-01 00:09:00,20,Illinois,United States,1947,68
172729,1947-01-01 00:10:00,16,Illinois,United States,1947,62
172730,1947-01-01 00:11:00,2,Illinois,United States,1947,36
172731,1947-01-01 00:12:00,0,Illinois,United States,1947,32
172732,1948-01-01 00:01:00,-5,Illinois,United States,1948,21
172733,1948-01-01 00:02:00,-1,Illinois,United States,1948,29
172734,1948-01-01 00:03:00,4,Illinois,United States,1948,39
172735,1948-01-01 00:04:00,13,Illinois,United States,1948,55
172736,1948-01-01 00:05:00,15,Illinois,United States,1948,60
172737,1948-01-01 00:06:00,21,Illinois,United States,1948,71
172738,1948-01-01 00:07:00,24,Illinois,United States,1948,75
172739,1948-01-01 00:08:00,23,Illinois,United States,1948,74
172740,1948-01-01 00:09:00,20,Illinois,United States,1948,68
172741,1948-01-01 00:10:00,11,Illinois,United States,1948,52
172742,1948-01-01 00:11:00,6,Illinois,United States,1948,44
172743,1948-01-01 00:12:00,0,Illinois,United States,1948,32
172744,1949-01-01 00:01:00,-1,Illinois,United States,1949,29
172745,1949-01-01 00:02:00,0,Illinois,United States,1949,31
172746,1949-01-01 00:03:00,4,Illinois,United States,1949,40
172747,1949-01-01 00:04:00,10,Illinois,United States,1949,50
172748,1949-01-01 00:05:00,17,Illinois,United States,1949,64
172749,1949-01-01 00:06:00,23,Illinois,United States,1949,73
172750,1949-01-01 00:07:00,25,Illinois,United States,1949,77
